Date time,Home (kWh),Solar Energy (kWh),From Powerwall (kWh),From Grid (kWh),To Grid (kWh)
2023-05-01T01:00:00-07:00,9.8,18.8,5.5,0.1,-9.0
2023-05-02T01:00:00-07:00,9.0,58.9,4.2,0.1,-47.7
2023-05-03T01:00:00-07:00,16.4,68.1,5.0,0.1,-51.4
2023-05-04T01:00:00-07:00,8.9,22.5,4.7,0.1,-12.1
2023-05-05T01:00:00-07:00,9.0,10.5,4.9,0.1,-0.1
2023-05-06T01:00:00-07:00,13.8,47.5,8.7,0.1,-33.5
2023-05-07T01:00:00-07:00,55.5,60.5,17.7,0.2,-13.5
2023-05-08T01:00:00-07:00,46.3,67.3,12.9,0.2,-10.8
2023-05-09T01:00:00-07:00,35.7,59.1,12.8,0.3,-24.0
2023-05-10T01:00:00-07:00,31.1,73.4,15.9,0.1,-41.0
2023-05-11T01:00:00-07:00,42.7,71.8,22.4,0.1,-36.8
2023-05-12T01:00:00-07:00,47.3,72.2,10.3,3.7,-16.2
2023-05-13T01:00:00-07:00,30.2,72.6,11.9,0.1,-39.7
2023-05-14T01:00:00-07:00,42.3,71.5,14.9,0.1,-31.7
2023-05-15T01:00:00-07:00,63.6,61.9,24.2,4.2,-0.2
2023-05-16T01:00:00-07:00,53.1,61.1,15.2,0.2,-5.3
2023-05-17T01:00:00-07:00,30.7,60.8,7.3,0.1,-23.4
2023-05-18T01:00:00-07:00,41.1,63.7,13.7,0.1,-25.5
2023-05-19T01:00:00-07:00,37.5,64.3,12.2,0.2,-24.6
2023-05-20T01:00:00-07:00,40.9,68.5,16.5,0.2,-27.0
2023-05-21T01:00:00-07:00,27.2,20.2,18.9,0.2,-0.2
2023-05-22T01:00:00-07:00,23.6,33.0,9.6,5.9,-2.3
2023-05-23T01:00:00-07:00,26.3,62.9,9.1,0.1,-31.9
2023-05-24T01:00:00-07:00,81.8,72.6,24.8,1.0,-5.6
2023-05-25T01:00:00-07:00,61.3,72.7,8.5,10.7,-6.4
2023-05-26T01:00:00-07:00,44.9,72.8,8.9,0.2,-23.7
2023-05-27T01:00:00-07:00,28.0,49.1,7.2,0.1,-20.1
2023-05-28T01:00:00-07:00,27.1,52.6,6.9,0.1,-23.9
2023-05-29T01:00:00-07:00,22.9,39.1,8.7,0.1,-16.3
2023-05-30T01:00:00-07:00,22.3,51.5,9.6,0.1,-27.8
2023-05-31T01:00:00-07:00,29.2,45.8,10.9,0.3,-15.7
